	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	AD1	AD2	AD3	AD4	AD5	AD6	AD7	AD8	AD9	AD10	AD11	AD12	AD13	AD14	AD15	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD28	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD38	AD39	AD40	AD41	AD42	AD43	AD44	AD45	AD46	AD47	AD48
miR-2157	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	3	2	1	0	0	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1
miR-2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2159	4	1	0	2	0	1	0	3	1	3	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	7	0	2	0	1	0	1	1	0	6	1	0	0	0	6	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	3	1
miR-2160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2161	130	64	93	99	59	239	46	163	66	85	97	110	134	101	451	136	273	140	314	221	369	70	228	116	182	85	159	72	294	272	371	255	162	82	237	200	384	1022	164	221	147	306	363	134	1357	220	63	143	101	154	241	2	151	99	163	192	79	54	83	106	436	26	300	98	153	131	124	405	154	152
miR-2162	2	1	1	0	1	4	0	4	2	10	0	1	0	0	2	1	0	0	0	2	1	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	3	0	4	4	7	0	0	10	1	0	5	0	4	1	0	3	1	0	0	0	0	0	1	0	0	2	2	1	0	0	1	4	1
miR-2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-2164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2165	6	3	2	4	4	10	2	11	1	5	4	2	2	2	9	1	4	4	11	16	15	5	8	0	2	10	26	3	6	17	8	10	3	5	12	2	15	21	6	14	15	15	17	5	32	15	8	9	6	6	11	0	3	5	8	3	8	7	3	9	27	1	12	3	2	6	2	17	3	6
miR-2166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2168	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	1	0	2	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
miR-2169	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0
miR-2170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
miR-2172	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
miR-2173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2174	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2175	16884153	21145959	11395805	15186656	14444174	14538807	11888419	13093620	9261250	8611893	10744095	9277110	14452158	5699460	10723129	14649120	9757464	14660537	19081141	22447259	18125428	9227022	15095979	14815199	12129342	17638487	23220571	15636902	17428690	14105933	14658893	20654646	8333027	10863250	20034147	11550355	16436142	39269326	18908638	13461057	11907386	8770391	14518284	13446233	44981007	12942016	12925949	7346938	8187359	7607298	16102463	1266332	15892570	9430993	6348902	14653618	13740310	21787838	19188770	13379178	14026636	2591555	15273743	9697373	13561264	6933460	16331094	8961656	19597818	4117938
miR-2176	1	0	2	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	2	1	1	0	1	8	0	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
miR-2177	0	0	1	0	0	10	2	3	0	1	2	2	2	12	14	7	4	7	4	3	14	0	2	4	2	1	3	0	4	2	8	4	1	0	9	4	4	12	6	3	1	5	16	2	11	5	1	0	2	1	9	1	0	2	5	0	3	1	0	1	6	0	7	2	5	2	2	2	3	0
miR-2178	0	0	0	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	4	0	0	0	2	0	0	8	0	1	1	5	0	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	2	0	1	0
miR-2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2182	2	2	1	1	0	10	1	2	1	1	1	0	6	0	5	3	0	7	7	10	10	0	1	0	3	0	5	1	2	2	14	1	9	1	3	4	6	17	3	7	11	10	1	1	50	9	1	2	0	7	2	0	4	1	8	3	0	0	0	0	5	0	0	3	0	9	0	8	2	4
miR-2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2184	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	1	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	3	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	1	3	1
miR-2185	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2187	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	0	3	1	6	1	4	0	1	1	0	0	2	2	0	2	1	1	2	2	1	6	1	1	1	1	0	1	12	2	0	2	0	0	1	0	0	1	3	0	1	0	0	0	3	0	2	0	0	1	1	0	1	0
miR-2188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2189	4	2	1	6	0	2	5	1	0	4	3	0	3	1	9	1	2	3	1	4	3	2	2	2	3	1	4	2	1	3	16	3	4	2	2	1	0	11	1	7	7	5	1	2	14	2	1	5	3	1	5	0	2	1	4	1	1	0	3	8	5	3	1	7	0	0	2	6	3	4
miR-2190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2191	18	12	1	3	2	4	2	2	0	11	9	1	19	5	4	4	12	7	33	0	0	8	3	6	5	3	2	0	9	27	8	4	18	0	13	3	7	25	4	5	5	3	7	5	26	3	10	3	10	7	11	0	4	2	0	5	2	0	3	0	10	2	4	5	19	7	11	6	6	23
miR-2192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2193	9	4	7	4	2	1	0	3	1	6	4	3	1	0	7	0	0	1	3	1	3	4	5	2	0	0	5	0	1	1	50	1	4	0	2	0	5	12	0	35	10	8	0	2	15	1	0	7	0	7	17	0	6	1	1	3	3	0	3	0	12	0	2	1	1	2	1	4	6	0
miR-2194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2195	0	0	0	2	2	0	1	1	0	0	1	0	0	0	1	1	1	0	2	2	2	1	0	0	1	1	1	0	0	0	4	0	0	1	0	0	1	6	0	1	1	0	1	0	5	0	0	0	2	0	3	0	0	2	2	0	0	0	1	1	2	0	0	0	0	2	0	0	0	3
miR-2196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2199	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	2	0	1	1	0	0	0	0	1	0	2	0	1	0	1	2	0	0	1	1	0	0	0	0	0	0	2	0	2	0	0	2	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0
miR-2200	0	0	1	1	0	1	0	0	1	1	1	1	2	3	1	3	0	5	4	3	2	4	1	3	0	3	7	3	5	3	1	4	3	3	8	4	3	4	5	1	0	0	6	4	11	9	2	1	4	1	4	0	1	1	2	4	1	5	1	5	3	0	3	1	6	2	6	3	0	1
miR-2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2203	1	0	0	0	0	0	0	1	1	0	1	1	1	1	6	2	1	0	1	1	1	0	0	1	0	0	1	0	0	3	1	1	0	0	0	0	2	3	0	1	2	2	0	0	7	1	0	4	0	2	2	0	0	0	1	0	0	0	0	0	3	0	1	0	0	1	0	0	1	0
miR-2204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2205	21870	21718	21722	15707	24899	51806	20234	20835	15314	33173	22470	22482	30270	22862	40796	40489	22742	42615	44116	45703	55287	24930	53938	30039	29308	42553	68387	52704	30388	70825	17903	28224	35227	25384	87424	43432	46466	141194	63280	31563	24126	42747	67994	32717	144020	56557	37767	24859	32970	21952	47017	2429	43107	29765	33173	55880	20198	41055	37342	47557	67947	7162	50142	17918	44125	25085	42244	51986	38295	12611
miR-2206	1	1	1	0	2	1	1	1	0	1	2	1	4	1	4	0	2	4	1	4	7	0	0	0	0	0	1	2	2	2	1	0	1	0	2	0	2	3	2	1	1	0	1	0	5	0	0	2	3	1	3	0	0	1	0	1	1	0	1	2	2	0	0	2	2	4	0	1	0	0
miR-2207	3	2	0	1	0	1	2	0	4	2	1	1	5	1	3	3	2	4	5	2	4	0	6	0	0	1	4	0	2	6	5	1	5	0	9	4	5	8	3	7	2	13	7	4	30	5	6	3	2	6	0	0	1	0	5	3	3	2	0	0	20	0	8	1	6	1	3	9	6	1
miR-2208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2211	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
miR-2215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
miR-2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2217	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	2	1	1	0	0	0	0	1	1	1	2	5	2	0	1	2	0	0	2	1	1	0	0	0	4	4	1	1	2	1	1	1	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0
miR-2218	73	53	78	26	26	35	7	119	38	118	48	24	18	5	132	19	35	27	91	66	94	50	35	25	33	25	93	19	38	98	372	20	73	6	38	66	71	324	22	650	379	247	52	22	384	174	24	175	21	131	143	0	75	27	53	39	27	10	10	15	231	9	69	117	51	52	28	304	81	58
miR-2219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2220	0	1	0	0	0	2	2	1	0	1	0	0	3	0	0	1	2	0	0	0	2	4	0	1	0	0	1	2	3	1	0	0	1	0	0	1	0	6	1	0	0	2	0	0	2	0	0	1	3	0	1	0	2	1	1	2	0	0	0	0	0	0	0	1	1	0	2	1	0	1
miR-2221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2222	1	0	2	0	0	3	0	2	0	0	0	1	3	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	0	1	7	0	0	0	2	0	1	5	1	2	4	1	0	0	4	1	0	2	0	1	1	0	2	0	1	1	0	1	0	1	2	0	0	2	0	1	0	1	0	1
miR-2223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2229	8	12	7	28	22	43	16	27	6	7	14	9	21	18	56	27	62	19	43	50	74	10	46	31	23	26	19	33	115	84	40	53	19	35	89	20	53	37	37	26	23	12	115	92	93	25	6	44	58	9	54	2	27	25	12	37	19	12	51	110	23	10	37	7	30	12	24	19	8	9
miR-2230	939	460	854	259	121	4192	809	1823	420	2640	741	335	2682	783	5874	2701	737	3445	846	1051	2068	813	284	168	255	103	423	101	96	232	3371	112	564	66	271	249	276	4401	175	2520	934	2461	135	132	9136	1538	141	933	47	2344	445	4	725	204	407	189	128	87	77	70	1440	16	694	3212	318	334	145	1744	2404	582
miR-2231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2235	19492	25086	20155	8761	17458	25796	4860	26314	10804	19475	17962	18533	14985	2479	17294	21051	7692	18953	47292	67349	64716	15608	11938	4731	11669	4521	16340	4697	5635	9752	59441	7829	21402	3190	17686	10880	18327	187092	13915	33684	21048	72073	12396	5675	213736	54874	4013	18107	2885	38619	20342	2205	21932	10925	9442	12468	12811	5481	1934	5448	57328	1101	46904	22373	12551	18907	18026	69417	28984	14390
miR-2236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2237	4	2	2	2	0	2	1	4	0	0	2	1	4	0	3	0	0	0	4	4	5	1	1	0	0	1	4	1	4	6	10	6	3	0	5	2	5	25	5	7	14	9	2	2	13	4	2	0	0	3	9	1	6	2	5	0	0	1	1	1	6	0	5	1	3	4	4	12	5	1
miR-2238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2239	286	151	26	119	27	182	16	63	8	32	16	14	241	25	103	109	12	98	91	98	130	16	22	9	75	7	45	11	17	27	341	13	72	3	59	87	56	419	52	369	249	102	9	13	904	153	5	46	6	177	59	0	168	18	19	21	27	6	1	11	187	2	127	365	28	52	32	45	399	91
miR-2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2242	1	0	0	1	0	1	2	0	0	1	1	0	1	0	1	0	4	0	0	1	0	1	1	0	0	0	1	0	0	1	6	0	0	2	2	1	2	5	3	6	2	2	2	0	3	0	1	3	1	0	3	0	1	0	0	1	0	0	0	0	3	0	2	3	1	0	1	2	1	2
miR-2243	135	31	166	21	12	43	5	338	82	335	87	32	55	13	176	25	11	31	68	92	129	114	30	44	18	5	96	3	21	29	813	11	32	6	20	24	27	318	16	734	242	427	19	9	642	90	4	345	6	189	140	2	72	18	36	24	5	3	4	18	150	1	51	221	23	36	12	279	164	35
miR-2244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2245	0	0	0	1	0	1	2	0	0	0	1	0	1	2	3	3	1	0	1	1	4	0	1	0	1	2	1	0	2	4	0	4	4	2	4	2	4	6	4	0	0	0	2	1	2	3	0	3	1	1	2	0	0	1	1	1	0	5	1	0	1	0	2	0	2	1	4	0	0	0
miR-2246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
miR-2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
miR-2248	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
